id,game_id,season_id,competition,team_id,opponent_team_id,is_home,points,points_attempted,fg_made,fg_attempted,fg_pct,three_made,three_attempted,three_pct,two_made,two_attempted,two_pct,ft_made,ft_attempted,ft_pct,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,blocks,fouls_committed,fouls_received,turnovers,dunks,plus_minus,efficiency,collective_offensive_rebounds,collective_defensive_rebounds,collective_total_rebounds,source_url,parse_model
387,198,1,NBB,10,4,1,88,206,27,72,37.5,8,27,30,19,45,42,26,35,74,29,9,38,11,16,4,20,0,14,1,0,89,,,,https://lnb.com.br/noticias/limeira-x-brasilia-27022009/,classic
388,198,1,NBB,4,10,0,85,187,33,71,46.5,9,28,32,24,43,56,10,17,59,36,11,47,14,5,2,29,0,22,1,0,86,,,,https://lnb.com.br/noticias/limeira-x-brasilia-27022009/,classic
389,199,1,NBB,12,5,1,78,166,29,61,47.5,6,20,30,23,41,56,14,24,58,28,10,38,17,5,5,28,0,13,1,0,88,,,,https://lnb.com.br/noticias/paulistano-x-espirito-santo-27022009/,classic
390,199,1,NBB,5,12,0,67,165,23,58,39.7,3,19,16,20,39,51,18,30,60,24,7,31,13,8,2,20,0,13,1,0,61,,,,https://lnb.com.br/noticias/paulistano-x-espirito-santo-27022009/,classic
391,200,1,NBB,13,14,1,83,175,23,56,41.1,8,24,33,15,32,47,29,39,74,28,9,37,14,5,2,17,0,17,0,0,81,,,,https://lnb.com.br/noticias/pinheiros-x-saldanha-27022009/,classic
392,200,1,NBB,14,13,0,75,161,29,64,45.3,7,20,35,22,44,50,10,13,77,20,5,25,16,11,4,27,0,15,2,0,78,,,,https://lnb.com.br/noticias/pinheiros-x-saldanha-27022009/,classic
393,201,1,NBB,3,7,1,92,164,33,59,55.9,7,20,35,26,39,67,19,26,73,27,5,32,21,7,3,22,0,6,5,0,116,,,,https://lnb.com.br/noticias/bauru-x-franca-27022009/,classic
394,201,1,NBB,7,3,0,76,161,29,64,45.3,4,15,27,25,49,51,14,18,78,21,9,30,7,4,0,24,0,10,0,0,68,,,,https://lnb.com.br/noticias/bauru-x-franca-27022009/,classic
395,203,1,NBB,6,9,1,110,185,41,70,58.6,9,22,41,32,48,67,19,23,83,28,12,40,21,10,2,16,0,13,5,0,137,,,,https://lnb.com.br/noticias/flamengo-x-lajeado-27022009/,classic
396,203,1,NBB,9,6,0,69,180,24,66,36.4,9,28,32,15,38,39,12,20,60,17,8,25,13,7,1,23,0,16,0,0,49,,,,https://lnb.com.br/noticias/flamengo-x-lajeado-27022009/,classic
397,202,1,NBB,2,1,1,81,145,30,52,57.7,6,14,43,24,38,63,15,27,56,16,11,27,12,11,4,16,0,11,3,0,90,,,,https://lnb.com.br/noticias/assis-x-araraquara-27022009/,classic
398,202,1,NBB,1,2,0,79,150,29,56,51.8,14,28,50,15,28,54,7,10,70,17,9,26,14,6,3,22,0,14,1,0,84,,,,https://lnb.com.br/noticias/assis-x-araraquara-27022009/,classic
399,204,1,NBB,6,12,1,105,195,35,67,52.2,10,30,33,25,37,68,25,31,81,21,14,35,28,13,1,17,0,13,1,0,131,,,,https://lnb.com.br/noticias/flamengo-x-paulistano-27032009/,classic
400,204,1,NBB,12,6,0,71,146,26,55,47.3,6,16,38,20,39,51,13,20,65,22,7,29,17,3,4,24,0,23,1,0,65,,,,https://lnb.com.br/noticias/flamengo-x-paulistano-27032009/,classic
401,205,1,NBB,3,4,1,100,182,30,60,50,11,27,41,19,33,58,29,35,83,15,11,26,15,4,3,26,0,8,1,0,104,,,,https://lnb.com.br/noticias/bauru-x-brasilia-27032009/,classic
402,205,1,NBB,4,3,0,97,144,32,50,64,7,14,50,25,36,69,26,30,87,18,5,23,11,5,3,28,0,11,2,0,106,,,,https://lnb.com.br/noticias/bauru-x-brasilia-27032009/,classic
403,206,1,NBB,11,13,1,91,161,34,60,56.7,10,22,45,24,38,63,13,19,68,31,9,40,20,4,1,20,0,19,0,0,105,,,,https://lnb.com.br/noticias/minas-x-pinheiros-27032009/,classic
404,206,1,NBB,13,11,0,70,171,27,64,42.2,6,23,26,21,41,51,10,20,50,13,7,20,12,8,0,14,0,8,4,0,55,,,,https://lnb.com.br/noticias/minas-x-pinheiros-27032009/,classic
405,207,1,NBB,8,15,1,83,178,28,61,45.9,8,27,30,20,34,59,19,29,66,25,8,33,19,9,2,18,0,12,3,0,91,,,,https://lnb.com.br/noticias/joinville-x-sao-jose-27032009/,classic
406,207,1,NBB,15,8,0,79,170,30,65,46.2,5,15,33,25,50,50,14,25,56,30,11,41,7,7,2,23,0,18,1,0,72,,,,https://lnb.com.br/noticias/joinville-x-sao-jose-27032009/,classic
407,208,1,NBB,9,10,1,82,159,30,56,53.6,9,26,35,21,30,70,13,21,62,28,9,37,14,5,1,22,0,17,1,0,88,,,,https://lnb.com.br/noticias/lajeado-x-limeira-27032009/,classic
408,208,1,NBB,10,9,0,87,166,32,61,52.5,4,19,21,28,42,67,19,25,76,22,8,30,13,6,1,18,0,11,2,0,91,,,,https://lnb.com.br/noticias/lajeado-x-limeira-27032009/,classic
409,209,1,NBB,1,14,1,75,162,28,61,45.9,5,21,24,23,40,58,14,19,74,19,13,32,19,14,7,14,0,16,1,0,93,,,,https://lnb.com.br/noticias/araraquara-x-saldanha-27032009/,classic
410,209,1,NBB,14,1,0,63,153,25,59,42.4,8,23,35,17,36,47,5,12,42,20,7,27,15,12,4,18,0,22,2,0,58,,,,https://lnb.com.br/noticias/araraquara-x-saldanha-27032009/,classic
411,210,1,NBB,11,4,1,91,165,31,59,52.5,10,23,43,21,36,58,19,24,79,22,5,27,30,8,2,15,0,7,1,0,118,,,,https://lnb.com.br/noticias/minas-x-brasilia-27052009/,classic
412,210,1,NBB,4,11,0,78,153,28,56,50,9,25,36,19,31,61,13,16,81,19,2,21,10,3,3,19,0,15,0,0,69,,,,https://lnb.com.br/noticias/minas-x-brasilia-27052009/,classic
413,211,1,NBB,5,1,1,77,163,33,64,51.6,4,17,24,29,47,62,7,18,39,24,7,31,19,12,2,18,0,11,0,0,88,,,,https://lnb.com.br/noticias/espirito-santo-x-araraquara-28012009/,classic
414,211,1,NBB,1,5,0,56,172,23,67,34.3,2,23,9,21,44,48,8,15,53,20,5,25,9,13,2,21,0,19,0,0,35,,,,https://lnb.com.br/noticias/espirito-santo-x-araraquara-28012009/,classic
415,212,1,NBB,4,2,1,88,158,33,60,55,8,19,42,25,41,61,14,19,74,16,13,29,14,9,4,22,0,13,3,0,99,,,,https://lnb.com.br/noticias/brasilia-x-assis-28012009/,classic
416,212,1,NBB,2,4,0,75,158,24,55,43.6,6,22,27,18,33,55,21,26,81,20,8,28,6,7,3,15,0,16,1,0,67,,,,https://lnb.com.br/noticias/brasilia-x-assis-28012009/,classic
417,213,1,NBB,13,6,1,89,172,31,63,49.2,6,22,27,25,41,61,21,24,88,27,12,39,16,5,3,18,0,18,2,0,99,,,,https://lnb.com.br/noticias/pinheiros-x-flamengo-28012009/,classic
418,213,1,NBB,6,13,0,90,194,34,74,45.9,12,31,39,22,43,51,10,15,67,16,10,26,13,9,0,20,0,9,3,0,84,,,,https://lnb.com.br/noticias/pinheiros-x-flamengo-28012009/,classic
419,214,1,NBB,12,11,1,82,169,31,63,49.2,7,21,33,24,42,57,13,22,59,23,14,37,22,6,4,21,0,20,2,0,90,,,,https://lnb.com.br/noticias/paulistano-x-minas-28012009/,classic
420,214,1,NBB,11,12,0,76,168,27,60,45,6,21,29,21,39,54,16,27,59,20,8,28,18,9,0,21,0,15,0,0,72,,,,https://lnb.com.br/noticias/paulistano-x-minas-28012009/,classic
421,216,1,NBB,10,8,1,93,193,32,68,47.1,14,39,36,18,29,62,15,18,83,25,7,32,19,5,5,23,0,24,1,0,91,,,,https://lnb.com.br/noticias/limeira-x-joinville-28012009/,classic
422,216,1,NBB,8,10,0,88,187,31,69,44.9,10,26,38,21,43,49,16,23,70,18,7,25,21,9,2,26,0,15,1,0,85,,,,https://lnb.com.br/noticias/limeira-x-joinville-28012009/,classic
423,215,1,NBB,15,9,1,73,173,23,60,38.3,7,26,27,16,34,47,20,27,74,28,7,35,12,6,4,19,0,12,0,0,74,,,,https://lnb.com.br/noticias/sao-jose-x-lajeado-28012009/,classic
424,215,1,NBB,9,15,0,68,189,23,69,33.3,7,32,22,16,37,43,15,19,79,25,9,34,10,11,2,23,0,25,1,0,50,,,,https://lnb.com.br/noticias/sao-jose-x-lajeado-28012009/,classic
425,218,1,NBB,6,4,1,76,192,25,67,37.3,5,24,21,20,43,47,21,34,62,18,17,35,11,7,1,21,0,7,0,0,61,,,,https://lnb.com.br/noticias/flamengo-x-brasilia-28062009/,classic
426,218,1,NBB,4,6,0,68,150,23,55,41.8,7,22,32,16,33,48,15,18,83,28,9,37,10,2,2,27,0,24,0,0,84,,,,https://lnb.com.br/noticias/flamengo-x-brasilia-28062009/,classic
427,217,1,NBB,14,7,1,79,155,30,59,50.8,8,22,36,22,37,59,11,15,73,24,8,32,2,6,3,17,0,17,4,0,72,,,,https://lnb.com.br/noticias/saldanha-x-franca-28012009/,classic
428,217,1,NBB,7,14,0,80,172,28,59,47.5,8,26,31,20,33,61,16,28,57,18,3,21,5,9,4,10,0,12,2,0,64,,,,https://lnb.com.br/noticias/saldanha-x-franca-28012009/,classic
429,219,1,NBB,4,11,1,82,181,31,69,44.9,9,26,35,22,43,51,11,17,65,25,7,32,14,8,3,17,0,16,1,0,79,,,,https://lnb.com.br/noticias/brasilia-x-minas-29042009/,classic
430,219,1,NBB,11,4,0,77,176,29,68,42.6,4,19,21,25,49,51,15,21,71,35,11,46,14,7,3,14,0,18,0,0,84,,,,https://lnb.com.br/noticias/brasilia-x-minas-29042009/,classic
431,220,1,NBB,2,9,1,94,168,29,56,51.8,10,21,48,19,35,54,26,35,74,23,7,30,11,4,4,25,0,12,1,0,95,,,,https://lnb.com.br/noticias/assis-x-lajeado-29042009/,classic
432,220,1,NBB,9,2,0,87,167,30,60,50,6,19,32,24,41,59,21,28,75,20,9,29,20,8,1,25,0,9,2,0,99,,,,https://lnb.com.br/noticias/assis-x-lajeado-29042009/,classic
433,221,1,NBB,3,8,1,89,182,31,67,46.3,7,19,37,24,48,50,20,29,69,30,9,39,13,5,1,21,0,4,3,0,98,,,,https://lnb.com.br/noticias/bauru-x-joinville-29042009/,classic
434,221,1,NBB,8,3,0,86,172,30,63,47.6,9,24,38,21,39,54,17,22,77,24,4,28,16,3,2,22,0,8,1,0,89,,,,https://lnb.com.br/noticias/bauru-x-joinville-29042009/,classic
435,222,1,NBB,13,7,1,95,188,32,65,49.2,9,27,33,23,38,61,22,31,71,24,16,40,14,3,3,17,0,10,2,0,103,,,,https://lnb.com.br/noticias/pinheiros-x-franca-29042009/,classic
436,222,1,NBB,7,13,0,95,184,38,75,50.7,7,19,37,31,56,55,12,15,80,18,8,26,23,5,1,28,0,9,4,0,101,,,,https://lnb.com.br/noticias/pinheiros-x-franca-29042009/,classic
437,223,1,NBB,12,1,1,78,131,31,53,58.5,7,14,50,24,39,62,9,11,82,25,5,30,14,8,3,15,0,17,1,0,92,,,,https://lnb.com.br/noticias/paulistano-x-araraquara-29042009/,classic
438,223,1,NBB,1,12,0,62,148,24,56,42.9,7,25,28,17,31,55,7,11,64,12,5,17,9,7,2,18,0,12,2,0,49,,,,https://lnb.com.br/noticias/paulistano-x-araraquara-29042009/,classic
439,224,1,NBB,15,5,1,69,163,25,58,43.1,7,30,23,18,28,64,12,17,71,19,12,31,9,10,3,23,0,23,1,0,61,,,,https://lnb.com.br/noticias/sao-jose-x-espirito-santo-29042009/,classic
440,224,1,NBB,5,15,0,64,151,21,55,38.2,6,21,29,15,34,44,16,20,80,17,7,24,11,11,2,21,0,23,0,0,51,,,,https://lnb.com.br/noticias/sao-jose-x-espirito-santo-29042009/,classic
441,225,1,NBB,10,14,1,89,190,32,72,44.4,6,22,27,26,50,52,19,24,79,28,11,39,21,12,4,15,0,13,7,0,107,,,,https://lnb.com.br/noticias/limeira-x-saldanha-29042009/,classic
442,225,1,NBB,14,10,0,71,182,23,66,34.8,12,34,35,11,32,34,13,16,81,26,9,35,18,9,3,22,0,20,1,0,70,,,,https://lnb.com.br/noticias/limeira-x-saldanha-29042009/,classic
443,226,1,NBB,6,8,1,92,169,29,58,50,8,22,36,21,36,58,26,31,84,25,10,35,17,10,0,13,0,24,2,0,96,,,,https://lnb.com.br/noticias/flamengo-x-joinville-29052009/,classic
444,226,1,NBB,8,6,0,86,186,36,74,48.6,12,33,36,24,41,59,2,5,40,17,10,27,16,16,4,26,0,16,0,0,92,,,,https://lnb.com.br/noticias/flamengo-x-joinville-29052009/,classic
445,227,1,NBB,12,6,1,87,148,28,50,56,10,21,48,18,29,62,21,27,78,13,7,20,20,7,1,23,0,18,1,0,89,,,,https://lnb.com.br/noticias/paulistano-x-flamengo-30012009/,classic
446,227,1,NBB,6,12,0,96,173,32,63,50.8,14,26,54,18,37,49,18,21,86,13,16,29,19,8,3,24,0,18,2,0,103,,,,https://lnb.com.br/noticias/paulistano-x-flamengo-30012009/,classic
447,228,1,NBB,15,8,1,91,198,28,66,42.4,10,33,30,18,33,55,25,33,76,15,10,25,15,7,4,26,0,12,0,0,84,,,,https://lnb.com.br/noticias/sao-jose-x-joinville-30012009/,classic
448,228,1,NBB,8,15,0,109,180,37,63,58.7,15,29,52,22,34,65,20,25,80,20,10,30,22,3,3,26,0,19,0,0,117,,,,https://lnb.com.br/noticias/sao-jose-x-joinville-30012009/,classic
449,229,1,NBB,10,9,1,75,155,23,53,43.4,8,25,32,15,28,54,21,24,88,22,5,27,13,4,4,22,0,19,1,0,71,,,,https://lnb.com.br/noticias/limeira-x-lajeado-30012009/,classic
450,229,1,NBB,9,10,0,72,184,22,63,34.9,3,21,14,19,42,45,25,37,68,24,14,38,15,6,1,25,0,17,0,0,62,,,,https://lnb.com.br/noticias/limeira-x-lajeado-30012009/,classic
451,230,1,NBB,14,1,1,84,157,25,50,50,9,21,43,16,29,55,25,36,69,25,5,30,11,12,5,22,0,19,5,0,87,,,,https://lnb.com.br/noticias/saldanha-x-araraquara-30012009/,classic
452,230,1,NBB,1,14,0,72,169,23,56,41.1,10,29,34,13,27,48,16,28,57,19,7,26,5,10,3,26,0,19,1,0,52,,,,https://lnb.com.br/noticias/saldanha-x-araraquara-30012009/,classic
453,231,1,NBB,4,3,1,76,166,29,62,46.8,5,21,24,24,41,59,13,21,62,29,9,38,13,7,6,18,0,15,0,0,84,,,,https://lnb.com.br/noticias/brasilia-x-bauru-30012009/,classic
454,231,1,NBB,3,4,0,65,161,24,60,40,5,20,25,19,40,48,12,21,57,23,6,29,5,4,2,19,0,12,1,0,48,,,,https://lnb.com.br/noticias/brasilia-x-bauru-30012009/,classic
455,232,1,NBB,13,11,1,80,166,24,56,42.9,10,25,40,14,31,45,22,29,76,24,7,31,16,7,2,18,0,14,4,0,83,,,,https://lnb.com.br/noticias/pinheiros-x-minas-30012009/,classic
456,232,1,NBB,11,13,0,81,166,32,66,48.5,7,18,39,25,48,52,10,16,63,24,9,33,22,5,1,25,0,13,1,0,89,,,,https://lnb.com.br/noticias/pinheiros-x-minas-30012009/,classic
457,233,1,NBB,6,10,1,76,172,27,63,42.9,6,28,21,21,35,60,16,18,89,30,9,39,12,6,2,24,0,14,1,0,83,,,,https://lnb.com.br/noticias/flamengo-x-limeira-30032009/,classic
458,233,1,NBB,10,6,0,65,159,22,56,39.3,7,24,29,15,32,47,14,23,61,25,8,33,17,6,1,20,0,17,1,0,62,,,,https://lnb.com.br/noticias/flamengo-x-limeira-30032009/,classic
459,234,1,NBB,4,11,1,103,183,34,64,53.1,10,24,42,24,40,60,25,31,81,24,11,35,25,9,5,25,0,12,1,0,129,,,,https://lnb.com.br/noticias/brasilia-x-minas-30052009/,classic
460,234,1,NBB,11,4,0,76,154,27,57,47.4,4,14,29,23,43,53,18,26,69,15,4,19,9,4,3,23,0,14,2,0,59,,,,https://lnb.com.br/noticias/brasilia-x-minas-30052009/,classic
461,235,1,NBB,6,8,1,109,193,36,65,55.4,16,30,53,20,35,57,21,33,64,30,7,37,24,7,0,15,0,12,1,0,124,,,,https://lnb.com.br/noticias/flamengo-x-joinville-30052009/,classic
462,235,1,NBB,8,6,0,94,202,32,75,42.7,18,40,45,14,35,40,12,12,100,20,7,27,24,5,5,22,0,10,1,0,102,,,,https://lnb.com.br/noticias/flamengo-x-joinville-30052009/,classic
463,236,1,NBB,5,7,1,74,177,29,68,42.6,7,26,27,22,42,52,9,15,60,25,7,32,10,7,2,26,0,10,1,0,70,,,,https://lnb.com.br/noticias/espirito-santo-x-franca-31012009/,classic
464,236,1,NBB,7,5,0,83,161,28,58,48.3,5,17,29,23,41,56,22,28,79,27,10,37,17,7,0,12,0,12,0,0,96,,,,https://lnb.com.br/noticias/espirito-santo-x-franca-31012009/,classic
465,237,1,NBB,4,11,1,89,160,27,54,50,7,20,35,20,34,59,28,32,88,19,8,27,16,11,4,26,0,12,0,0,104,,,,https://lnb.com.br/noticias/brasilia-x-minas-31052009/,classic
466,237,1,NBB,11,4,0,79,160,28,55,50.9,4,20,20,24,35,69,19,30,63,23,4,27,12,4,2,28,0,17,2,0,69,,,,https://lnb.com.br/noticias/brasilia-x-minas-31052009/,classic
467,238,2,NBB,13,4,1,92,187,33,68,48.5,9,31,29,24,37,65,17,20,85,21,8,29,15,10,1,22,17,12,3,0,97,,,,https://lnb.com.br/noticias/pinheiros-x-brasilia-01112009-2/,classic
468,238,2,NBB,4,13,0,98,173,35,65,53.8,11,21,52,24,44,55,17,22,77,21,8,29,22,7,1,19,21,18,6,0,104,,,,https://lnb.com.br/noticias/pinheiros-x-brasilia-01112009-2/,classic
469,239,2,NBB,7,2,1,74,166,30,65,46.2,4,19,21,26,46,57,10,17,59,22,10,32,20,3,4,17,19,3,0,0,88,,,,https://lnb.com.br/noticias/franca-x-assis-01112009-2/,classic
470,239,2,NBB,2,7,0,63,169,24,66,36.4,2,19,11,22,47,47,13,18,72,22,17,39,10,2,3,19,16,12,2,0,58,,,,https://lnb.com.br/noticias/franca-x-assis-01112009-2/,classic
471,240,2,NBB,12,11,1,85,180,32,69,46.4,8,24,33,24,45,53,13,18,72,19,8,27,21,11,1,20,16,9,2,0,94,,,,https://lnb.com.br/noticias/paulistano-x-minas-01112009-2/,classic
472,240,2,NBB,11,12,0,88,174,32,66,48.5,12,23,52,20,43,47,12,19,63,22,17,39,21,3,0,16,20,18,1,0,92,,,,https://lnb.com.br/noticias/paulistano-x-minas-01112009-2/,classic
473,241,2,NBB,6,5,1,99,164,33,57,57.9,13,24,54,20,33,61,20,26,77,23,7,30,13,12,1,16,18,11,1,0,114,,,,https://lnb.com.br/noticias/flamengo-x-vila-velha-01112009/,classic
474,241,2,NBB,5,6,0,70,165,24,61,39.3,10,27,37,14,34,41,12,16,75,21,12,33,11,8,1,20,15,21,1,0,61,,,,https://lnb.com.br/noticias/flamengo-x-vila-velha-01112009/,classic
475,242,2,NBB,8,16,1,108,187,42,73,57.5,10,23,43,32,50,64,14,18,78,18,15,33,19,10,3,21,13,12,5,0,126,,,,https://lnb.com.br/noticias/joinville-x-londrina-01112009-2/,classic
476,242,2,NBB,16,8,0,76,157,29,60,48.3,3,14,21,26,46,57,15,23,65,12,9,21,14,3,6,15,20,15,0,0,66,,,,https://lnb.com.br/noticias/joinville-x-londrina-01112009-2/,classic
477,244,2,NBB,1,3,1,76,148,29,56,51.8,9,25,36,20,31,65,9,11,82,18,7,25,15,10,3,11,13,12,2,0,88,,,,https://lnb.com.br/noticias/araraquara-x-bauru-01112009-2/,classic
478,244,2,NBB,3,1,0,69,157,28,63,44.4,8,24,33,20,39,51,5,7,71,17,8,25,11,10,6,12,11,12,0,0,72,,,,https://lnb.com.br/noticias/araraquara-x-bauru-01112009-2/,classic
479,243,2,NBB,15,14,1,84,176,31,62,50,10,33,30,21,29,72,12,19,63,16,15,31,25,5,1,19,13,10,2,0,98,,,,https://lnb.com.br/noticias/sao-jose-x-saldanha-01112009-2/,classic
480,243,2,NBB,14,15,0,72,152,28,58,48.3,9,20,45,19,38,50,7,16,44,17,5,22,10,2,2,17,18,12,1,0,57,,,,https://lnb.com.br/noticias/sao-jose-x-saldanha-01112009-2/,classic
481,245,2,NBB,12,8,1,85,158,29,58,50,8,19,42,21,39,54,19,23,83,18,9,27,14,7,1,19,19,17,1,0,84,,,,https://lnb.com.br/noticias/paulistano-x-joinville-01122009-2/,classic
482,245,2,NBB,8,12,0,73,179,24,62,38.7,8,34,24,16,28,57,17,21,81,13,12,25,11,2,2,20,18,14,1,0,57,,,,https://lnb.com.br/noticias/paulistano-x-joinville-01122009-2/,classic
483,246,2,NBB,6,12,1,105,195,37,72,51.4,12,23,52,25,49,51,19,28,68,28,11,39,12,10,4,19,17,7,6,0,119,,,,https://lnb.com.br/noticias/flamengo-x-paulistano-02022010-2/,classic
484,246,2,NBB,12,6,0,70,166,25,58,43.1,8,27,30,17,31,55,12,23,52,19,9,28,10,3,3,19,17,11,0,0,59,,,,https://lnb.com.br/noticias/flamengo-x-paulistano-02022010-2/,classic
485,247,2,NBB,1,7,1,96,142,33,51,64.7,9,17,53,24,34,71,21,23,91,29,4,33,25,9,4,20,23,11,2,0,136,,,,https://lnb.com.br/noticias/araraquara-x-franca-02042010-2/,classic
486,247,2,NBB,7,1,0,70,165,23,62,37.1,9,21,43,14,41,34,15,20,75,13,10,23,15,4,2,23,20,14,0,0,56,,,,https://lnb.com.br/noticias/araraquara-x-franca-02042010-2/,classic
487,248,2,NBB,6,11,1,91,169,34,63,54,16,30,53,18,33,55,7,13,54,21,5,26,13,6,0,18,16,6,2,0,95,,,,https://lnb.com.br/noticias/flamengo-x-minas-02042010-2/,classic
488,248,2,NBB,11,6,0,71,155,29,59,49.2,0,13,0,29,46,63,13,24,54,24,8,32,18,4,0,18,18,13,0,0,71,,,,https://lnb.com.br/noticias/flamengo-x-minas-02042010-2/,classic
489,249,2,NBB,15,4,1,72,177,27,66,40.9,10,34,29,17,32,53,8,11,73,15,15,30,19,5,3,22,15,14,1,0,73,,,,https://lnb.com.br/noticias/sao-jose-x-brasilia-02042010-2/,classic
490,249,2,NBB,4,15,0,84,155,27,52,51.9,13,27,48,14,25,56,17,24,71,22,11,33,12,5,1,17,20,17,0,0,86,,,,https://lnb.com.br/noticias/sao-jose-x-brasilia-02042010-2/,classic
491,250,2,NBB,8,14,1,63,181,23,67,34.3,8,31,26,15,36,42,9,16,56,20,12,32,6,5,5,22,16,9,1,0,51,,,,https://lnb.com.br/noticias/joinville-x-saldanha-02042010-2/,classic
492,250,2,NBB,14,8,0,71,171,24,67,35.8,6,17,35,18,50,36,17,20,85,28,16,44,5,11,3,18,18,7,1,0,81,,,,https://lnb.com.br/noticias/joinville-x-saldanha-02042010-2/,classic
493,252,2,NBB,16,5,1,81,156,23,49,46.9,9,23,39,14,26,54,26,35,74,18,7,25,14,9,5,27,28,11,0,0,88,,,,https://lnb.com.br/noticias/londrina-x-vila-velha-02042010-2/,classic
494,252,2,NBB,5,16,0,73,170,23,57,40.4,6,21,29,17,36,47,21,35,60,19,16,35,13,8,1,30,25,12,6,0,70,,,,https://lnb.com.br/noticias/londrina-x-vila-velha-02042010-2/,classic
495,251,2,NBB,12,3,1,95,156,39,64,60.9,13,21,62,26,43,60,4,7,57,16,8,24,21,9,2,17,14,11,2,0,112,,,,https://lnb.com.br/noticias/paulistano-x-bauru-02042010-2/,classic
496,251,2,NBB,3,12,0,86,162,31,60,51.7,11,23,48,20,37,54,13,19,68,20,14,34,15,6,1,14,15,13,0,0,94,,,,https://lnb.com.br/noticias/paulistano-x-bauru-02042010-2/,classic
497,253,2,NBB,13,2,1,83,152,29,56,51.8,11,22,50,18,34,53,14,18,78,22,6,28,15,4,3,12,17,19,1,0,83,,,,https://lnb.com.br/noticias/pinheiros-x-assis-02042010-2/,classic
498,253,2,NBB,2,13,0,80,191,32,72,44.4,9,32,28,23,40,58,7,15,47,17,11,28,13,13,1,18,12,14,3,0,73,,,,https://lnb.com.br/noticias/pinheiros-x-assis-02042010-2/,classic
499,254,2,NBB,12,4,1,67,193,24,73,32.9,7,27,26,17,46,37,12,20,60,20,17,37,10,5,2,29,22,16,0,0,48,,,,https://lnb.com.br/noticias/paulistano-x-brasilia-02112009-2/,classic
500,254,2,NBB,4,12,0,75,151,21,52,40.4,7,17,41,14,35,40,26,30,87,25,7,32,11,4,3,24,28,16,0,0,74,,,,https://lnb.com.br/noticias/paulistano-x-brasilia-02112009-2/,classic
501,256,2,NBB,13,3,1,96,189,39,72,54.2,9,26,35,30,46,65,9,19,47,29,10,39,16,5,3,18,19,8,5,0,108,,,,https://lnb.com.br/noticias/pinheiros-x-bauru-04042010-2/,classic
502,256,2,NBB,3,13,0,87,205,34,81,42,9,30,30,25,51,49,10,13,77,26,13,39,15,1,1,19,18,7,1,0,86,,,,https://lnb.com.br/noticias/pinheiros-x-bauru-04042010-2/,classic
503,257,2,NBB,15,11,1,85,155,26,51,51,10,23,43,16,28,57,23,30,77,29,5,34,21,7,1,13,18,12,3,0,104,,,,https://lnb.com.br/noticias/sao-jose-x-minas-04042010-2/,classic
504,257,2,NBB,11,15,0,74,170,29,65,44.6,5,26,19,24,39,62,11,14,79,19,10,29,17,8,0,19,12,12,0,0,77,,,,https://lnb.com.br/noticias/sao-jose-x-minas-04042010-2/,classic
505,258,2,NBB,12,2,1,81,187,29,69,42,12,32,38,17,37,46,11,17,65,18,18,36,14,11,1,24,17,18,0,0,79,,,,https://lnb.com.br/noticias/paulistano-x-assis-04042010-2/,classic
506,258,2,NBB,2,12,0,87,156,27,52,51.9,14,28,50,13,24,54,19,24,79,23,4,27,15,12,1,18,22,19,1,0,93,,,,https://lnb.com.br/noticias/paulistano-x-assis-04042010-2/,classic
507,259,2,NBB,16,14,1,99,164,32,55,58.2,9,21,43,23,34,68,26,33,79,17,7,24,16,11,4,22,24,23,1,0,101,,,,https://lnb.com.br/noticias/londrina-x-saldanha-04042010-2/,classic
508,259,2,NBB,14,16,0,83,161,26,55,47.3,7,17,41,19,38,50,24,34,71,17,9,26,15,14,2,26,23,21,4,0,80,,,,https://lnb.com.br/noticias/londrina-x-saldanha-04042010-2/,classic
509,261,2,NBB,4,6,1,90,199,30,70,42.9,8,31,26,22,39,56,22,28,79,28,16,44,20,5,2,30,25,8,0,0,107,,,,https://lnb.com.br/noticias/brasilia-x-flamengo-04042010-2/,classic
510,261,2,NBB,6,4,0,83,175,27,61,44.3,7,25,28,20,36,56,22,28,79,21,5,26,11,5,1,29,28,8,1,0,78,,,,https://lnb.com.br/noticias/brasilia-x-flamengo-04042010-2/,classic
511,262,2,NBB,11,4,1,97,168,36,64,56.2,7,17,41,29,47,62,18,23,78,22,7,29,30,7,3,23,15,6,0,0,127,,,,https://lnb.com.br/noticias/minas-x-brasilia-04052010-2/,classic
512,262,2,NBB,4,11,0,106,184,34,65,52.3,15,27,56,19,38,50,23,27,85,21,9,30,18,3,5,15,23,8,1,0,119,,,,https://lnb.com.br/noticias/minas-x-brasilia-04052010-2/,classic
513,263,2,NBB,7,6,1,90,157,26,52,50,10,25,40,16,27,59,28,28,100,24,2,26,12,10,1,16,23,9,2,0,104,,,,https://lnb.com.br/noticias/franca-x-flamengo-04052010-2/,classic
514,263,2,NBB,6,7,0,82,179,27,63,42.9,15,36,42,12,27,44,13,17,76,21,13,34,13,3,3,23,17,16,2,0,79,,,,https://lnb.com.br/noticias/franca-x-flamengo-04052010-2/,classic
515,265,2,NBB,11,12,1,91,175,32,66,48.5,6,18,33,26,48,54,21,25,84,20,12,32,25,9,3,17,21,12,1,0,110,,,,https://lnb.com.br/noticias/minas-x-paulistano-05022010-2/,classic
