id,team_id,season_id,alias,alias_type,source,is_primary
554,6,10,FLA,abbreviation,standings,0
555,6,10,Flamengo,season_display_name,standings,1
556,6,10,MAIS SOBRE O CLUBE,link_text,standings,0
557,7,10,FRA,abbreviation,standings,0
558,7,10,Sesi Franca,season_display_name,standings,1
559,7,10,MAIS SOBRE O CLUBE,link_text,standings,0
560,7,10,Franca,slug_name,standings,0
561,33,10,JLE,abbreviation,standings,0
562,33,10,Joinville / AABJ,season_display_name,standings,1
563,33,10,MAIS SOBRE O CLUBE,link_text,standings,0
564,33,10,Joinville Aabj,slug_name,standings,0
565,19,10,LSB,abbreviation,standings,0
566,19,10,L. Sorocabana,season_display_name,standings,1
567,19,10,MAIS SOBRE O CLUBE,link_text,standings,0
568,19,10,L Sorocabana,slug_name,standings,0
569,11,10,MIN,abbreviation,standings,0
570,11,10,Minas,season_display_name,standings,1
571,11,10,KTO Minas,logo_alt,standings,0
572,11,10,MAIS SOBRE O CLUBE,link_text,standings,0
573,22,10,MOG,abbreviation,standings,0
574,22,10,Mogi,season_display_name,standings,1
575,22,10,Mogi Basquete,logo_alt,standings,0
576,22,10,MAIS SOBRE O CLUBE,link_text,standings,0
577,12,10,CAP,abbreviation,standings,0
578,12,10,Paulistano,season_display_name,standings,1
579,12,10,MAIS SOBRE O CLUBE,link_text,standings,0
580,13,10,PIN,abbreviation,standings,0
581,13,10,Pinheiros,season_display_name,standings,1
582,13,10,MAIS SOBRE O CLUBE,link_text,standings,0
583,31,10,VAS,abbreviation,standings,0
584,31,10,Vasco da Gama,season_display_name,standings,1
585,31,10,MAIS SOBRE O CLUBE,link_text,standings,0
586,29,10,VIT,abbreviation,standings,0
587,29,10,Vitória,season_display_name,standings,1
588,29,10,MAIS SOBRE O CLUBE,link_text,standings,0
589,21,11,FOR,abbreviation,standings,0
590,21,11,Basq. Cearense,season_display_name,standings,1
591,21,11,Fortaleza Basquete Cearense,logo_alt,standings,0
592,21,11,MAIS SOBRE O CLUBE,link_text,standings,0
593,21,11,Basq Cearense,slug_name,standings,0
594,3,11,BAU,abbreviation,standings,0
595,3,11,Bauru,season_display_name,standings,1
596,3,11,Bauru Basket,logo_alt,standings,0
597,3,11,MAIS SOBRE O CLUBE,link_text,standings,0
598,32,11,BOT,abbreviation,standings,0
599,32,11,Botafogo,season_display_name,standings,1
600,32,11,MAIS SOBRE O CLUBE,link_text,standings,0
601,34,11,BRA,abbreviation,standings,0
602,34,11,Brasília,season_display_name,standings,1
603,34,11,CAIXA/Brasília Basquete,logo_alt,standings,0
604,34,11,MAIS SOBRE O CLUBE,link_text,standings,0
605,34,11,Brasilia Basquete,slug_name,standings,0
606,35,11,COR,abbreviation,standings,0
607,35,11,Corinthians,season_display_name,standings,1
608,35,11,MAIS SOBRE O CLUBE,link_text,standings,0
609,6,11,FLA,abbreviation,standings,0
610,6,11,Flamengo,season_display_name,standings,1
611,6,11,MAIS SOBRE O CLUBE,link_text,standings,0
612,7,11,FRA,abbreviation,standings,0
613,7,11,Sesi Franca,season_display_name,standings,1
614,7,11,MAIS SOBRE O CLUBE,link_text,standings,0
615,7,11,Franca,slug_name,standings,0
616,33,11,JLE,abbreviation,standings,0
617,33,11,Joinville / AABJ,season_display_name,standings,1
618,33,11,MAIS SOBRE O CLUBE,link_text,standings,0
619,33,11,Joinville Aabj,slug_name,standings,0
620,11,11,MIN,abbreviation,standings,0
621,11,11,Minas,season_display_name,standings,1
622,11,11,KTO Minas,logo_alt,standings,0
623,11,11,MAIS SOBRE O CLUBE,link_text,standings,0
624,22,11,MOG,abbreviation,standings,0
625,22,11,Mogi,season_display_name,standings,1
626,22,11,Mogi Basquete,logo_alt,standings,0
627,22,11,MAIS SOBRE O CLUBE,link_text,standings,0
628,12,11,CAP,abbreviation,standings,0
629,12,11,Paulistano,season_display_name,standings,1
630,12,11,MAIS SOBRE O CLUBE,link_text,standings,0
631,13,11,PIN,abbreviation,standings,0
632,13,11,Pinheiros,season_display_name,standings,1
633,13,11,MAIS SOBRE O CLUBE,link_text,standings,0
634,15,11,SJO,abbreviation,standings,0
635,15,11,São José,season_display_name,standings,1
636,15,11,Mr. Moo São José Basketball,logo_alt,standings,0
637,15,11,MAIS SOBRE O CLUBE,link_text,standings,0
638,15,11,Sao Jose,slug_name,standings,0
639,31,11,VAS,abbreviation,standings,0
640,31,11,Vasco da Gama,season_display_name,standings,1
641,31,11,MAIS SOBRE O CLUBE,link_text,standings,0
642,21,12,FOR,abbreviation,standings,0
643,21,12,Basq. Cearense,season_display_name,standings,1
644,21,12,Fortaleza Basquete Cearense,logo_alt,standings,0
645,21,12,MAIS SOBRE O CLUBE,link_text,standings,0
646,21,12,Basq Cearense,slug_name,standings,0
647,3,12,BAU,abbreviation,standings,0
648,3,12,Bauru,season_display_name,standings,1
649,3,12,Bauru Basket,logo_alt,standings,0
650,3,12,MAIS SOBRE O CLUBE,link_text,standings,0
651,32,12,BOT,abbreviation,standings,0
652,32,12,Botafogo,season_display_name,standings,1
653,32,12,MAIS SOBRE O CLUBE,link_text,standings,0
654,34,12,BRA,abbreviation,standings,0
655,34,12,Brasília,season_display_name,standings,1
656,34,12,CAIXA/Brasília Basquete,logo_alt,standings,0
657,34,12,MAIS SOBRE O CLUBE,link_text,standings,0
658,34,12,Brasilia Basquete,slug_name,standings,0
659,35,12,COR,abbreviation,standings,0
660,35,12,Corinthians,season_display_name,standings,1
661,35,12,MAIS SOBRE O CLUBE,link_text,standings,0
662,6,12,FLA,abbreviation,standings,0
663,6,12,Flamengo,season_display_name,standings,1
664,6,12,MAIS SOBRE O CLUBE,link_text,standings,0
665,7,12,FRA,abbreviation,standings,0
666,7,12,Sesi Franca,season_display_name,standings,1
667,7,12,MAIS SOBRE O CLUBE,link_text,standings,0
668,7,12,Franca,slug_name,standings,0
669,11,12,MIN,abbreviation,standings,0
670,11,12,Minas,season_display_name,standings,1
671,11,12,KTO Minas,logo_alt,standings,0
672,11,12,MAIS SOBRE O CLUBE,link_text,standings,0
673,22,12,MOG,abbreviation,standings,0
674,22,12,Mogi,season_display_name,standings,1
675,22,12,Mogi Basquete,logo_alt,standings,0
676,22,12,MAIS SOBRE O CLUBE,link_text,standings,0
677,36,12,PAT,abbreviation,standings,0
678,36,12,Pato Basquete,season_display_name,standings,1
679,36,12,MAIS SOBRE O CLUBE,link_text,standings,0
680,12,12,CAP,abbreviation,standings,0
681,12,12,Paulistano,season_display_name,standings,1
682,12,12,MAIS SOBRE O CLUBE,link_text,standings,0
683,13,12,PIN,abbreviation,standings,0
684,13,12,Pinheiros,season_display_name,standings,1
685,13,12,MAIS SOBRE O CLUBE,link_text,standings,0
686,27,12,RCB,abbreviation,standings,0
687,27,12,Rio Claro,season_display_name,standings,1
688,27,12,Conta Simples Rio Claro,logo_alt,standings,0
689,27,12,MAIS SOBRE O CLUBE,link_text,standings,0
690,15,12,SJO,abbreviation,standings,0
691,15,12,São José,season_display_name,standings,1
692,15,12,Mr. Moo São José Basketball,logo_alt,standings,0
693,15,12,MAIS SOBRE O CLUBE,link_text,standings,0
694,15,12,Sao Jose,slug_name,standings,0
695,37,12,SAO,abbreviation,standings,0
696,37,12,São Paulo,season_display_name,standings,1
697,37,12,MAIS SOBRE O CLUBE,link_text,standings,0
698,37,12,Sao Paulo Futebol Clube,slug_name,standings,0
699,38,12,UFC,abbreviation,standings,0
700,38,12,UNIFACISA,season_display_name,standings,1
701,38,12,MAIS SOBRE O CLUBE,link_text,standings,0
702,21,13,FOR,abbreviation,standings,0
703,21,13,Fortaleza B. C.,season_display_name,standings,1
704,21,13,Fortaleza Basquete Cearense,logo_alt,standings,0
705,21,13,MAIS SOBRE O CLUBE,link_text,standings,0
706,21,13,Basq Cearense,slug_name,standings,0
707,3,13,BAU,abbreviation,standings,0
708,3,13,Bauru,season_display_name,standings,1
709,3,13,Bauru Basket,logo_alt,standings,0
710,3,13,MAIS SOBRE O CLUBE,link_text,standings,0
711,34,13,BRA,abbreviation,standings,0
712,34,13,BRB/Brasília,season_display_name,standings,1
713,34,13,CAIXA/Brasília Basquete,logo_alt,standings,0
714,34,13,MAIS SOBRE O CLUBE,link_text,standings,0
715,34,13,Brasilia Basquete,slug_name,standings,0
716,30,13,CMO,abbreviation,standings,0
717,30,13,VipTech CMB,season_display_name,standings,1
718,30,13,MAIS SOBRE O CLUBE,link_text,standings,0
719,30,13,Campo Mourao,slug_name,standings,0
720,28,13,CAX,abbreviation,standings,0
721,28,13,KTO/Caxias do Sul,season_display_name,standings,1
722,28,13,Caxias do Sul Basquete,logo_alt,standings,0
723,28,13,MAIS SOBRE O CLUBE,link_text,standings,0
724,28,13,Caxias Do Sul,slug_name,standings,0
725,39,13,CER,abbreviation,standings,0
726,39,13,Cerrado Basquete,season_display_name,standings,1
727,39,13,Cerrado,logo_alt,standings,0
728,39,13,MAIS SOBRE O CLUBE,link_text,standings,0
729,35,13,COR,abbreviation,standings,0
730,35,13,Corinthians,season_display_name,standings,1
731,35,13,MAIS SOBRE O CLUBE,link_text,standings,0
732,6,13,FLA,abbreviation,standings,0
733,6,13,Flamengo,season_display_name,standings,1
734,6,13,MAIS SOBRE O CLUBE,link_text,standings,0
735,7,13,FRA,abbreviation,standings,0
736,7,13,Sesi Franca,season_display_name,standings,1
737,7,13,MAIS SOBRE O CLUBE,link_text,standings,0
738,7,13,Franca,slug_name,standings,0
739,11,13,MIN,abbreviation,standings,0
740,11,13,Minas,season_display_name,standings,1
741,11,13,KTO Minas,logo_alt,standings,0
742,11,13,MAIS SOBRE O CLUBE,link_text,standings,0
743,22,13,MOG,abbreviation,standings,0
744,22,13,Mogi,season_display_name,standings,1
745,22,13,Mogi Basquete,logo_alt,standings,0
746,22,13,MAIS SOBRE O CLUBE,link_text,standings,0
747,36,13,PAT,abbreviation,standings,0
748,36,13,Pato Basquete,season_display_name,standings,1
749,36,13,MAIS SOBRE O CLUBE,link_text,standings,0
750,12,13,CAP,abbreviation,standings,0
751,12,13,Paulistano,season_display_name,standings,1
752,12,13,MAIS SOBRE O CLUBE,link_text,standings,0
753,13,13,PIN,abbreviation,standings,0
754,13,13,Pinheiros,season_display_name,standings,1
755,13,13,MAIS SOBRE O CLUBE,link_text,standings,0
756,37,13,SAO,abbreviation,standings,0
757,37,13,São Paulo,season_display_name,standings,1
758,37,13,MAIS SOBRE O CLUBE,link_text,standings,0
759,37,13,Sao Paulo Futebol Clube,slug_name,standings,0
760,38,13,UFC,abbreviation,standings,0
761,38,13,UNIFACISA,season_display_name,standings,1
762,38,13,MAIS SOBRE O CLUBE,link_text,standings,0
763,21,14,FOR,abbreviation,standings,0
764,21,14,Fortaleza B. C.,season_display_name,standings,1
765,21,14,Fortaleza Basquete Cearense,logo_alt,standings,0
766,21,14,MAIS SOBRE O CLUBE,link_text,standings,0
767,21,14,Basq Cearense,slug_name,standings,0
768,3,14,BAU,abbreviation,standings,0
769,3,14,Bauru,season_display_name,standings,1
770,3,14,Bauru Basket,logo_alt,standings,0
771,3,14,MAIS SOBRE O CLUBE,link_text,standings,0
772,34,14,BRA,abbreviation,standings,0
773,34,14,BRB/Brasília,season_display_name,standings,1
774,34,14,CAIXA/Brasília Basquete,logo_alt,standings,0
775,34,14,MAIS SOBRE O CLUBE,link_text,standings,0
776,34,14,Brasilia Basquete,slug_name,standings,0
777,28,14,CAX,abbreviation,standings,0
778,28,14,Caxias do Sul Basquete,season_display_name,standings,1
779,28,14,MAIS SOBRE O CLUBE,link_text,standings,0
780,28,14,Caxias Do Sul,slug_name,standings,0
781,39,14,CER,abbreviation,standings,0
782,39,14,Cerrado Basquete,season_display_name,standings,1
783,39,14,Cerrado,logo_alt,standings,0
784,39,14,MAIS SOBRE O CLUBE,link_text,standings,0
785,35,14,COR,abbreviation,standings,0
786,35,14,Corinthians,season_display_name,standings,1
787,35,14,MAIS SOBRE O CLUBE,link_text,standings,0
788,6,14,FLA,abbreviation,standings,0
789,6,14,Flamengo,season_display_name,standings,1
790,6,14,MAIS SOBRE O CLUBE,link_text,standings,0
791,7,14,FRA,abbreviation,standings,0
792,7,14,Sesi Franca,season_display_name,standings,1
793,7,14,MAIS SOBRE O CLUBE,link_text,standings,0
794,7,14,Franca,slug_name,standings,0
795,11,14,MIN,abbreviation,standings,0
796,11,14,123 Minas,season_display_name,standings,1
797,11,14,KTO Minas,logo_alt,standings,0
798,11,14,MAIS SOBRE O CLUBE,link_text,standings,0
799,11,14,Minas,slug_name,standings,0
800,22,14,MOG,abbreviation,standings,0
801,22,14,Mogi,season_display_name,standings,1
802,22,14,Mogi Basquete,logo_alt,standings,0
803,22,14,MAIS SOBRE O CLUBE,link_text,standings,0
804,36,14,PAT,abbreviation,standings,0
805,36,14,Pato Basquete,season_display_name,standings,1
806,36,14,MAIS SOBRE O CLUBE,link_text,standings,0
807,12,14,CAP,abbreviation,standings,0
808,12,14,Paulistano,season_display_name,standings,1
809,12,14,MAIS SOBRE O CLUBE,link_text,standings,0
810,13,14,PIN,abbreviation,standings,0
811,13,14,Pinheiros,season_display_name,standings,1
812,13,14,MAIS SOBRE O CLUBE,link_text,standings,0
813,27,14,RCB,abbreviation,standings,0
814,27,14,Rio Claro,season_display_name,standings,1
815,27,14,Conta Simples Rio Claro,logo_alt,standings,0
816,27,14,MAIS SOBRE O CLUBE,link_text,standings,0
817,37,14,SAO,abbreviation,standings,0
818,37,14,São Paulo,season_display_name,standings,1
819,37,14,MAIS SOBRE O CLUBE,link_text,standings,0
820,37,14,Sao Paulo Futebol Clube,slug_name,standings,0
821,40,14,UCO,abbreviation,standings,0
822,40,14,Luvix/União Corinthians,season_display_name,standings,1
823,40,14,Ceisc/União Corinthians,logo_alt,standings,0
824,40,14,MAIS SOBRE O CLUBE,link_text,standings,0
825,40,14,Uniao Corinthians,slug_name,standings,0
826,38,14,UFC,abbreviation,standings,0
827,38,14,UNIFACISA,season_display_name,standings,1
828,38,14,MAIS SOBRE O CLUBE,link_text,standings,0
829,21,15,FOR,abbreviation,standings,0
830,21,15,Fortaleza B. C.,season_display_name,standings,1
831,21,15,Fortaleza Basquete Cearense,logo_alt,standings,0
832,21,15,MAIS SOBRE O CLUBE,link_text,standings,0
833,21,15,Basq Cearense,slug_name,standings,0
834,3,15,BAU,abbreviation,standings,0
835,3,15,Bauru Basket,season_display_name,standings,1
836,3,15,MAIS SOBRE O CLUBE,link_text,standings,0
837,3,15,Bauru,slug_name,standings,0
838,34,15,BRA,abbreviation,standings,0
839,34,15,BRB/Brasília,season_display_name,standings,1
840,34,15,CAIXA/Brasília Basquete,logo_alt,standings,0
841,34,15,MAIS SOBRE O CLUBE,link_text,standings,0
842,34,15,Brasilia Basquete,slug_name,standings,0
843,28,15,CAX,abbreviation,standings,0
844,28,15,Caxias do Sul Basquete,season_display_name,standings,1
845,28,15,MAIS SOBRE O CLUBE,link_text,standings,0
846,28,15,Caxias Do Sul,slug_name,standings,0
847,39,15,CER,abbreviation,standings,0
848,39,15,Cerrado,season_display_name,standings,1
849,39,15,MAIS SOBRE O CLUBE,link_text,standings,0
850,39,15,Cerrado Basquete,slug_name,standings,0
851,35,15,COR,abbreviation,standings,0
852,35,15,Corinthians,season_display_name,standings,1
853,35,15,MAIS SOBRE O CLUBE,link_text,standings,0
854,6,15,FLA,abbreviation,standings,0
855,6,15,Flamengo,season_display_name,standings,1
856,6,15,MAIS SOBRE O CLUBE,link_text,standings,0
857,7,15,FRA,abbreviation,standings,0
858,7,15,Sesi Franca,season_display_name,standings,1
859,7,15,MAIS SOBRE O CLUBE,link_text,standings,0
860,7,15,Franca,slug_name,standings,0
861,11,15,MIN,abbreviation,standings,0
862,11,15,123 Minas,season_display_name,standings,1
863,11,15,KTO Minas,logo_alt,standings,0
864,11,15,MAIS SOBRE O CLUBE,link_text,standings,0
865,11,15,Minas,slug_name,standings,0
866,36,15,PAT,abbreviation,standings,0
867,36,15,Pato Basquete,season_display_name,standings,1
868,36,15,MAIS SOBRE O CLUBE,link_text,standings,0
869,12,15,CAP,abbreviation,standings,0
870,12,15,Paulistano,season_display_name,standings,1
871,12,15,MAIS SOBRE O CLUBE,link_text,standings,0
872,13,15,PIN,abbreviation,standings,0
873,13,15,Pinheiros,season_display_name,standings,1
874,13,15,MAIS SOBRE O CLUBE,link_text,standings,0
875,27,15,RCB,abbreviation,standings,0
876,27,15,Rio Claro,season_display_name,standings,1
877,27,15,Conta Simples Rio Claro,logo_alt,standings,0
878,27,15,MAIS SOBRE O CLUBE,link_text,standings,0
879,15,15,SJO,abbreviation,standings,0
880,15,15,Oscar São José Basketball,season_display_name,standings,1
881,15,15,Mr. Moo São José Basketball,logo_alt,standings,0
882,15,15,MAIS SOBRE O CLUBE,link_text,standings,0
883,15,15,Sao Jose,slug_name,standings,0
884,37,15,SAO,abbreviation,standings,0
885,37,15,São Paulo,season_display_name,standings,1
886,37,15,MAIS SOBRE O CLUBE,link_text,standings,0
887,37,15,Sao Paulo Futebol Clube,slug_name,standings,0
888,40,15,UCO,abbreviation,standings,0
889,40,15,União Corinthians,season_display_name,standings,1
890,40,15,Ceisc/União Corinthians,logo_alt,standings,0
891,40,15,MAIS SOBRE O CLUBE,link_text,standings,0
892,40,15,Uniao Corinthians,slug_name,standings,0
893,38,15,UFC,abbreviation,standings,0
894,38,15,UNIFACISA,season_display_name,standings,1
895,38,15,MAIS SOBRE O CLUBE,link_text,standings,0
896,21,16,FOR,abbreviation,standings,0
897,21,16,Fortaleza B. C. / CFO,season_display_name,standings,1
898,21,16,Fortaleza Basquete Cearense,logo_alt,standings,0
899,21,16,MAIS SOBRE O CLUBE,link_text,standings,0
900,21,16,Basq Cearense,slug_name,standings,0
901,3,16,BAU,abbreviation,standings,0
902,3,16,Bauru Basket,season_display_name,standings,1
903,3,16,MAIS SOBRE O CLUBE,link_text,standings,0
904,3,16,Bauru,slug_name,standings,0
905,32,16,BOT,abbreviation,standings,0
906,32,16,Botafogo,season_display_name,standings,1
907,32,16,MAIS SOBRE O CLUBE,link_text,standings,0
908,34,16,BRA,abbreviation,standings,0
909,34,16,BRB/Brasília,season_display_name,standings,1
910,34,16,CAIXA/Brasília Basquete,logo_alt,standings,0
911,34,16,MAIS SOBRE O CLUBE,link_text,standings,0
912,34,16,Brasilia Basquete,slug_name,standings,0
913,28,16,CAX,abbreviation,standings,0
914,28,16,Caxias do Sul Basquete,season_display_name,standings,1
915,28,16,MAIS SOBRE O CLUBE,link_text,standings,0
916,28,16,Caxias Do Sul,slug_name,standings,0
917,39,16,CER,abbreviation,standings,0
918,39,16,Cerrado,season_display_name,standings,1
919,39,16,MAIS SOBRE O CLUBE,link_text,standings,0
920,39,16,Cerrado Basquete,slug_name,standings,0
921,35,16,COR,abbreviation,standings,0
922,35,16,Corinthians,season_display_name,standings,1
923,35,16,MAIS SOBRE O CLUBE,link_text,standings,0
924,6,16,FLA,abbreviation,standings,0
925,6,16,Flamengo,season_display_name,standings,1
926,6,16,MAIS SOBRE O CLUBE,link_text,standings,0
927,7,16,FRA,abbreviation,standings,0
928,7,16,Sesi Franca,season_display_name,standings,1
929,7,16,MAIS SOBRE O CLUBE,link_text,standings,0
930,7,16,Franca,slug_name,standings,0
931,11,16,MIN,abbreviation,standings,0
932,11,16,Minas,season_display_name,standings,1
933,11,16,KTO Minas,logo_alt,standings,0
934,11,16,MAIS SOBRE O CLUBE,link_text,standings,0
935,22,16,MOG,abbreviation,standings,0
936,22,16,Mogi,season_display_name,standings,1
937,22,16,Mogi Basquete,logo_alt,standings,0
938,22,16,MAIS SOBRE O CLUBE,link_text,standings,0
939,36,16,PAT,abbreviation,standings,0
940,36,16,Pato Basquete,season_display_name,standings,1
941,36,16,MAIS SOBRE O CLUBE,link_text,standings,0
942,12,16,CAP,abbreviation,standings,0
943,12,16,Paulistano,season_display_name,standings,1
944,12,16,MAIS SOBRE O CLUBE,link_text,standings,0
945,13,16,PIN,abbreviation,standings,0
946,13,16,Pinheiros,season_display_name,standings,1
947,13,16,MAIS SOBRE O CLUBE,link_text,standings,0
948,15,16,SJO,abbreviation,standings,0
949,15,16,Coop/São José Basketball,season_display_name,standings,1
950,15,16,Mr. Moo São José Basketball,logo_alt,standings,0
951,15,16,MAIS SOBRE O CLUBE,link_text,standings,0
952,15,16,Sao Jose,slug_name,standings,0
953,37,16,SAO,abbreviation,standings,0
954,37,16,São Paulo,season_display_name,standings,1
955,37,16,MAIS SOBRE O CLUBE,link_text,standings,0
956,37,16,Sao Paulo Futebol Clube,slug_name,standings,0
957,40,16,UCO,abbreviation,standings,0
958,40,16,União Corinthians,season_display_name,standings,1
959,40,16,Ceisc/União Corinthians,logo_alt,standings,0
960,40,16,MAIS SOBRE O CLUBE,link_text,standings,0
961,40,16,Uniao Corinthians,slug_name,standings,0
962,38,16,UFC,abbreviation,standings,0
963,38,16,UNIFACISA,season_display_name,standings,1
964,38,16,MAIS SOBRE O CLUBE,link_text,standings,0
965,31,16,VAS,abbreviation,standings,0
966,31,16,R10 Score Vasco da Gama,season_display_name,standings,1
967,31,16,Vasco da Gama,logo_alt,standings,0
968,31,16,MAIS SOBRE O CLUBE,link_text,standings,0
969,21,17,FOR,abbreviation,standings,0
970,21,17,Fortaleza B. C. / CFO,season_display_name,standings,1
971,21,17,Fortaleza Basquete Cearense,logo_alt,standings,0
972,21,17,MAIS SOBRE O CLUBE,link_text,standings,0
973,21,17,Basq Cearense,slug_name,standings,0
974,3,17,BAU,abbreviation,standings,0
975,3,17,Bauru Basket,season_display_name,standings,1
976,3,17,MAIS SOBRE O CLUBE,link_text,standings,0
977,3,17,Bauru,slug_name,standings,0
978,32,17,BOT,abbreviation,standings,0
979,32,17,Botafogo,season_display_name,standings,1
980,32,17,MAIS SOBRE O CLUBE,link_text,standings,0
981,34,17,BRA,abbreviation,standings,0
982,34,17,CAIXA/Brasília Basquete,season_display_name,standings,1
983,34,17,MAIS SOBRE O CLUBE,link_text,standings,0
984,34,17,Brasilia Basquete,slug_name,standings,0
985,28,17,CAX,abbreviation,standings,0
986,28,17,Caxias do Sul Basquete,season_display_name,standings,1
987,28,17,MAIS SOBRE O CLUBE,link_text,standings,0
988,28,17,Caxias Do Sul,slug_name,standings,0
989,35,17,COR,abbreviation,standings,0
990,35,17,Corinthians,season_display_name,standings,1
991,35,17,MAIS SOBRE O CLUBE,link_text,standings,0
992,6,17,FLA,abbreviation,standings,0
993,6,17,Flamengo,season_display_name,standings,1
994,6,17,MAIS SOBRE O CLUBE,link_text,standings,0
995,7,17,FRA,abbreviation,standings,0
996,7,17,Sesi Franca,season_display_name,standings,1
997,7,17,MAIS SOBRE O CLUBE,link_text,standings,0
998,7,17,Franca,slug_name,standings,0
999,11,17,MIN,abbreviation,standings,0
1000,11,17,KTO Minas,season_display_name,standings,1
1001,11,17,MAIS SOBRE O CLUBE,link_text,standings,0
1002,11,17,Minas,slug_name,standings,0
1003,22,17,MOG,abbreviation,standings,0
1004,22,17,Desk Manager Mogi Basquete,season_display_name,standings,1
1005,22,17,Mogi Basquete,logo_alt,standings,0
1006,22,17,MAIS SOBRE O CLUBE,link_text,standings,0
1007,22,17,Mogi,slug_name,standings,0
1008,36,17,PAT,abbreviation,standings,0
1009,36,17,Pato Basquete,season_display_name,standings,1
1010,36,17,MAIS SOBRE O CLUBE,link_text,standings,0
1011,12,17,CAP,abbreviation,standings,0
1012,12,17,Paulistano/CORPe,season_display_name,standings,1
1013,12,17,Paulistano,logo_alt,standings,0
1014,12,17,MAIS SOBRE O CLUBE,link_text,standings,0
1015,13,17,PIN,abbreviation,standings,0
1016,13,17,Pinheiros,season_display_name,standings,1
1017,13,17,MAIS SOBRE O CLUBE,link_text,standings,0
1018,15,17,SJO,abbreviation,standings,0
1019,15,17,Farma Conde/São José Basketball,season_display_name,standings,1
1020,15,17,Mr. Moo São José Basketball,logo_alt,standings,0
1021,15,17,MAIS SOBRE O CLUBE,link_text,standings,0
1022,15,17,Sao Jose,slug_name,standings,0
1023,37,17,SAO,abbreviation,standings,0
1024,37,17,São Paulo,season_display_name,standings,1
1025,37,17,MAIS SOBRE O CLUBE,link_text,standings,0
1026,37,17,Sao Paulo Futebol Clube,slug_name,standings,0
1027,40,17,UCO,abbreviation,standings,0
1028,40,17,Ceisc/União Corinthians,season_display_name,standings,1
1029,40,17,MAIS SOBRE O CLUBE,link_text,standings,0
1030,40,17,Uniao Corinthians,slug_name,standings,0
1031,38,17,UFC,abbreviation,standings,0
1032,38,17,UNIFACISA,season_display_name,standings,1
1033,38,17,MAIS SOBRE O CLUBE,link_text,standings,0
1034,31,17,VAS,abbreviation,standings,0
1035,31,17,R10 Score Vasco da Gama,season_display_name,standings,1
1036,31,17,Vasco da Gama,logo_alt,standings,0
1037,31,17,MAIS SOBRE O CLUBE,link_text,standings,0
1038,41,18,OSA,abbreviation,standings,0
1039,41,18,Basket Osasco,season_display_name,standings,1
1040,41,18,MAIS SOBRE O CLUBE,link_text,standings,0
1041,21,18,FOR,abbreviation,standings,0
1042,21,18,Fortaleza Basquete Cearense,season_display_name,standings,1
1043,21,18,MAIS SOBRE O CLUBE,link_text,standings,0
1044,21,18,Basq Cearense,slug_name,standings,0
1045,3,18,BAU,abbreviation,standings,0
1046,3,18,Bauru Basket,season_display_name,standings,1
1047,3,18,MAIS SOBRE O CLUBE,link_text,standings,0
1048,3,18,Bauru,slug_name,standings,0
1049,32,18,BOT,abbreviation,standings,0
1050,32,18,Botafogo,season_display_name,standings,1
1051,32,18,MAIS SOBRE O CLUBE,link_text,standings,0
1052,34,18,BRA,abbreviation,standings,0
1053,34,18,CAIXA/Brasília Basquete,season_display_name,standings,1
1054,34,18,MAIS SOBRE O CLUBE,link_text,standings,0
1055,34,18,Brasilia Basquete,slug_name,standings,0
1056,28,18,CAX,abbreviation,standings,0
1057,28,18,Caxias do Sul Basquete,season_display_name,standings,1
1058,28,18,MAIS SOBRE O CLUBE,link_text,standings,0
1059,28,18,Caxias Do Sul,slug_name,standings,0
1060,35,18,COR,abbreviation,standings,0
1061,35,18,Corinthians,season_display_name,standings,1
1062,35,18,MAIS SOBRE O CLUBE,link_text,standings,0
1063,42,18,CRU,abbreviation,standings,0
1064,42,18,Cruzeiro,season_display_name,standings,1
1065,42,18,MAIS SOBRE O CLUBE,link_text,standings,0
1066,42,18,Cruzeiro Basquete,slug_name,standings,0
1067,6,18,FLA,abbreviation,standings,0
1068,6,18,Flamengo,season_display_name,standings,1
1069,6,18,MAIS SOBRE O CLUBE,link_text,standings,0
1070,7,18,FRA,abbreviation,standings,0
1071,7,18,Sesi Franca,season_display_name,standings,1
1072,7,18,MAIS SOBRE O CLUBE,link_text,standings,0
1073,7,18,Franca,slug_name,standings,0
1074,11,18,MIN,abbreviation,standings,0
1075,11,18,KTO Minas,season_display_name,standings,1
1076,11,18,MAIS SOBRE O CLUBE,link_text,standings,0
1077,11,18,Minas,slug_name,standings,0
1078,22,18,MOG,abbreviation,standings,0
1079,22,18,Mogi Basquete,season_display_name,standings,1
1080,22,18,MAIS SOBRE O CLUBE,link_text,standings,0
1081,22,18,Mogi,slug_name,standings,0
1082,36,18,PAT,abbreviation,standings,0
1083,36,18,Pato Basquete,season_display_name,standings,1
1084,36,18,MAIS SOBRE O CLUBE,link_text,standings,0
1085,12,18,CAP,abbreviation,standings,0
1086,12,18,Paulistano,season_display_name,standings,1
1087,12,18,MAIS SOBRE O CLUBE,link_text,standings,0
1088,13,18,PIN,abbreviation,standings,0
1089,13,18,Pinheiros,season_display_name,standings,1
1090,13,18,MAIS SOBRE O CLUBE,link_text,standings,0
1091,27,18,RCB,abbreviation,standings,0
1092,27,18,Conta Simples Rio Claro,season_display_name,standings,1
1093,27,18,MAIS SOBRE O CLUBE,link_text,standings,0
1094,27,18,Rio Claro,slug_name,standings,0
